income,age,employment_length,debt_to_income,credit_utilization,payment_history,credit_mix,new_credit,credit_history_length,public_records,loan_amount,interest_rate,monthly_payment,total_accounts,delinquent_accounts
64094.761240896,122.06769376488178,47.13536597969491,0.0183320349667134,-1.7695475086424661,-0.7507234401844374,-1.64116033865663,-1.082203946685939,-7.86770530027836,-3.309662137624427,177200.2516780607,-10.889327691699243,5567.985981888081,24.838730082171807,1.3570934737930533
99198.92902398099,31.32588682103171,107.26611919314199,-0.19313927384368845,-2.5004121242062243,1.858942091545432,-0.6148430920284316,0.028836260074799225,-1.9773439674187518,-0.2961605068308507,-106345.39038948766,-9.74074290697115,2404.4044611484856,-9.396231021951644,0.6194450402937611
80587.02984263156,61.59608184101818,-19.867236837211628,-0.2211438698992524,1.6814963773188203,-2.0660564987366032,-2.9856073555985,1.2542969470568455,-1.006350127506596,-2.344095271337583,223768.57086985736,6.868849568969215,-348.5646379796598,4.241160819863714,1.8162834030869779
-37469.16941446229,-28.505768123655415,-3.7044116439390065,-0.8639735070706627,-2.0063694057968395,1.1208916028330023,-1.5873190247330897,0.8291708260631048,5.707638422944261,4.062423784501123,-33522.78438940005,-21.652544856959313,7828.687518821386,-3.2819410667431548,4.40141766712996
165400.26060411104,122.83919613795993,107.16592667526803,-0.20248234101070817,-0.015402270600798837,0.04636233365746634,-2.9505791689261933,0.7343132310190419,-3.534697512404801,-0.942090526407305,44436.0065627592,-13.817626265481806,5886.767567354325,4.025063067723997,1.0644196013977254
43246.12489726862,37.62401405029395,70.9784323061286,0.49815054909645556,-2.7011857547042286,1.9834456868802173,-0.31175326167001605,0.034967796843594856,1.0405483018666544,3.5952900704420996,-243859.83320476973,-13.104425436797342,7185.663425478754,-3.1337899236041196,0.8258173395259228
74398.98543062311,48.11359861150017,112.28071772083807,0.4415130402680769,0.9304776272929217,-0.3544304886969414,-3.0053773050588997,1.6978107523650363,-2.1803297262252364,-4.138651918779985,32548.024773819023,-3.368528706128086,-931.5654555622857,-8.076065593543891,-2.4505004269919124
35831.96183864763,-18.705456364577906,107.99443353203934,0.3489411063608643,-0.014080895219644687,1.9355421618012754,-2.315437958272291,0.8940711164987188,-1.6878787429624502,-3.189171236446747,-1229.9074850082352,-7.566796426198932,-2036.286334192006,-4.964827725544357,1.2757977620189003
93930.48376621693,-93.28116756071059,-88.62987482299047,0.4123469618218272,-0.2718502894685181,-0.47649204449933624,0.017190674132072647,-0.0910685256158843,2.9336419311908073,0.4720334395890251,119999.9192322246,8.94880390625023,-1581.1869518087672,25.4026505779282,2.2808469042294846
-10883.5588343368,-95.6574961721678,-104.54360187865187,0.776791945597274,-1.071658480752103,-0.4269637191222386,-2.0706482413246197,2.685895401887163,5.013521249795069,1.0050513066977689,160860.73342551,9.175972590706714,-649.6545602212567,23.780835018688396,-1.7589334506447503
10441.439470384,16.67231201112731,-110.84679986978483,0.4896114075387546,-1.7410054095098058,-0.6911393160323152,0.32864616628620746,-3.362388579121933,-1.464387094195196,0.4117634150544558,257738.64542682105,0.5622266006534389,1099.6712094016752,-11.633713807496637,0.8154449535882083
166509.31643471596,29.345631964325772,-36.05517349419798,0.5592463397935585,-0.8060883794320237,-0.8428999889794234,-0.2585727632828754,-0.5475321710466241,-2.5402338205340467,-0.9884544792060886,100205.0315818105,17.803378502008243,-2377.505783440381,3.981479740781275,-2.918598800566423
98432.36612918843,88.15906813410334,111.01929820933731,0.24423029751346634,0.6683667330563774,-1.685705599874613,-3.370266333778616,-2.1809411157952194,-4.37148025664512,-3.439908601973765,-129661.01030007194,-8.55694426660954,4402.367996148979,-26.579537090892465,-2.0584546963140147
28247.03217852878,53.72934808685615,-104.92139934156059,1.0721576249315334,-0.4396789785232116,-1.3375527888429728,1.9388609170766573,-2.708579986085188,-0.45922096682409513,1.5541470530421961,102929.83062297806,12.293878483063743,-53.093653738538535,-8.931470942546241,2.753796526026362
53099.92147452029,67.86417302982669,-19.069837299023362,-0.015838639918892422,-2.6224689030918564,-1.9013578282085792,0.049000065214824584,-1.6861822859819149,-2.723168633968413,-0.5872958956549794,32585.19706673464,0.572184850408263,4365.330766107416,-2.5378580187909527,0.993841220904448
206417.69909318374,20.500642206852667,-36.99127388892333,-0.3042378287596033,-0.43136232437473176,-2.5207681512506097,-1.7673058172813707,0.7506960449763225,6.204144803901526,3.196849312494599,213444.2911095829,-19.64088692937029,8826.911899109527,-0.49550461206854113,-0.3303545217105672
130712.69001846675,133.39442768330215,52.270895780486455,0.8065417511176469,-2.084749243981865,0.16400217573556763,2.4459668450810876,1.701813956925509,-0.11693614562496876,3.08404582686243,-94928.06643917655,1.1225689268533636,4325.053707234773,10.008231432364216,0.10710111836675401
55672.80539380131,30.248255747380114,-3.995479024472801,-0.5092680271803856,-1.3372601546584684,-0.2856197974259993,0.9773903498569279,-0.6888908098518004,-1.3925710777168168,0.29273715734735284,2156.8374793578714,-2.228623791994079,3446.440535321611,26.544134590757224,1.9637889206047847
-10921.600674320049,-58.10100961002773,-61.37095662855195,0.34407490486224535,2.9373652671763923,0.9177909320057962,-2.729903090906877,-0.19385616207746836,2.5288487370344694,1.0385165292750842,31358.099574053234,4.883576370487011,-711.9241244388301,17.31466929592765,-3.0389974701047704
98447.04661548337,34.541914265211794,-52.433943820744965,-0.4341312159924469,-1.5604602321462373,-5.714465376752407,-4.143445379026946,1.1888949770861825,3.6422922601011045,0.2737672630653939,104305.64687104958,-12.507289991309214,12502.586915500939,15.298551050504802,-1.544869453126319
-90766.7093347148,-124.07474336664231,51.77912066838245,-0.35369508140992706,-0.19824692925091789,2.122140753092048,-2.9789207243427436,-1.7516290504309842,0.18146697570233936,-1.6628230968806106,-196216.6767054124,-14.695999328735425,2315.353429558361,10.929357072438574,3.534196642361281
