user_id,loan_id,payment_date,amount,status,days_late
0,0,2023-12-07 09:10:33.061131,22494.315522508423,on_time,0
0,0,2024-01-06 09:10:33.061131,22494.315522508423,on_time,0
0,0,2024-02-05 09:10:33.061131,22494.315522508423,on_time,0
0,1,2023-07-05 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2023-08-04 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2023-09-03 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2023-10-03 09:10:33.062135,3226.1749349208126,late,23
0,1,2023-11-02 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2023-12-02 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-01-01 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-01-31 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-03-01 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-03-31 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-04-30 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-05-30 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-06-29 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-07-29 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-08-28 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-09-27 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-10-27 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-11-26 09:10:33.062135,3226.1749349208126,on_time,0
0,1,2024-12-26 09:10:33.062135,3226.1749349208126,on_time,0
1,2,2023-11-04 09:10:33.062135,5317.249585330691,on_time,0
1,2,2023-12-04 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-01-03 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-02-02 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-03-03 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-04-02 09:10:33.062135,5317.249585330691,late,24
1,2,2024-05-02 09:10:33.062135,5317.249585330691,late,4
1,2,2024-06-01 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-07-01 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-07-31 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-08-30 09:10:33.062135,5317.249585330691,on_time,0
1,2,2024-09-29 09:10:33.062135,5317.249585330691,on_time,0
1,3,2024-01-07 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-02-06 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-03-07 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-04-06 09:10:33.062135,2814.7110869518524,late,19
1,3,2024-05-06 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-06-05 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-07-05 09:10:33.062135,2814.7110869518524,late,20
1,3,2024-08-04 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-09-03 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-10-03 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-11-02 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2024-12-02 09:10:33.062135,2814.7110869518524,on_time,0
1,3,2025-01-01 09:10:33.062135,2814.7110869518524,on_time,0
2,4,2023-05-24 09:10:33.062135,31076.458599246413,on_time,0
2,4,2023-06-23 09:10:33.062135,31076.458599246413,on_time,0
2,4,2023-07-23 09:10:33.062135,31076.458599246413,on_time,0
2,4,2023-08-22 09:10:33.062135,31076.458599246413,late,15
2,4,2023-09-21 09:10:33.062135,31076.458599246413,late,26
2,4,2023-10-21 09:10:33.062135,31076.458599246413,on_time,0
2,4,2023-11-20 09:10:33.062135,31076.458599246413,on_time,0
2,4,2023-12-20 09:10:33.062135,31076.458599246413,on_time,0
2,4,2024-01-19 09:10:33.062135,31076.458599246413,on_time,0
2,4,2024-02-18 09:10:33.062135,31076.458599246413,on_time,0
2,4,2024-03-19 09:10:33.062135,31076.458599246413,late,3
2,4,2024-04-18 09:10:33.062135,31076.458599246413,on_time,0
3,5,2024-12-06 09:10:33.062135,8136.526190677338,on_time,0
3,5,2025-01-05 09:10:33.062135,8136.526190677338,on_time,0
3,6,2024-09-19 09:10:33.062135,9130.407613118476,late,8
3,6,2024-10-19 09:10:33.062135,9130.407613118476,on_time,0
3,6,2024-11-18 09:10:33.062135,9130.407613118476,on_time,0
3,6,2024-12-18 09:10:33.062135,9130.407613118476,on_time,0
3,6,2025-01-17 09:10:33.062135,9130.407613118476,on_time,0
4,7,2024-07-19 09:10:33.062135,9912.47264237547,on_time,0
4,7,2024-08-18 09:10:33.062135,9912.47264237547,late,2
4,7,2024-09-17 09:10:33.062135,9912.47264237547,on_time,0
4,7,2024-10-17 09:10:33.062135,9912.47264237547,late,15
4,7,2024-11-16 09:10:33.062135,9912.47264237547,on_time,0
4,7,2024-12-16 09:10:33.062135,9912.47264237547,on_time,0
4,7,2025-01-15 09:10:33.062135,9912.47264237547,on_time,0
5,8,2024-08-19 09:10:33.062135,15399.371776353319,on_time,0
5,8,2024-09-18 09:10:33.062135,15399.371776353319,on_time,0
5,8,2024-10-18 09:10:33.062135,15399.371776353319,on_time,0
5,8,2024-11-17 09:10:33.062135,15399.371776353319,on_time,0
5,8,2024-12-17 09:10:33.062135,15399.371776353319,on_time,0
5,8,2025-01-16 09:10:33.062135,15399.371776353319,on_time,0
6,9,2024-07-12 09:10:33.063139,24100.231314353878,on_time,0
6,9,2024-08-11 09:10:33.063139,24100.231314353878,on_time,0
6,9,2024-09-10 09:10:33.063139,24100.231314353878,late,27
6,9,2024-10-10 09:10:33.063139,24100.231314353878,on_time,0
6,9,2024-11-09 09:10:33.063139,24100.231314353878,late,26
6,9,2024-12-09 09:10:33.063139,24100.231314353878,on_time,0
6,10,2023-04-03 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-05-03 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-06-02 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-07-02 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-08-01 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-08-31 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-09-30 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-10-30 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-11-29 09:10:33.063139,6321.920391602847,on_time,0
6,10,2023-12-29 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-01-28 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-02-27 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-03-28 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-04-27 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-05-27 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-06-26 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-07-26 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-08-25 09:10:33.063139,6321.920391602847,on_time,0
6,10,2024-09-24 09:10:33.063139,6321.920391602847,on_time,0
